1 3
4 4
3 4
3 3
4 4
4 3
4 3
3 5
4 4
5 5
3 6
5 5
3 2
3 4
4 6
2 4
2 3
3 4
3 5
1 3
2 2
2 3
3 5
5 4
3 2
3 2
5 6
5 6
3 2
2 5
